frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
173,0,0.000,0.93,1,0.21,0.00,0.00,0.00,2.01,2.53,0.00,0.95,2.90,0.77,0.00,1.43,0.19,0.11,1.07,1.28,1.28,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
174,0,0.000,0.88,1,0.56,0.00,1.12,0.05,1.97,3.30,0.21,1.25,2.17,0.69,0.00,1.58,0.19,0.11,0.68,1.31,0.84,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
175,0,0.000,0.93,1,0.69,0.00,2.20,0.09,1.87,4.22,0.45,1.51,1.49,0.56,0.00,2.13,0.00,0.28,0.60,1.77,0.66,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
176,0,0.000,0.98,1,1.06,0.00,3.16,0.15,1.78,5.00,0.62,1.85,0.90,0.64,0.00,2.62,0.00,0.41,0.37,2.11,0.73,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
177,0,0.000,0.98,1,0.76,0.00,2.04,0.10,1.78,4.12,0.41,2.05,1.64,1.15,0.00,1.82,0.00,0.41,0.67,2.10,0.52,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
178,0,0.000,0.98,1,0.49,0.00,0.95,0.06,1.72,3.13,0.17,2.27,2.36,1.63,0.00,0.93,0.00,0.24,0.82,1.87,0.23,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
179,0,0.000,0.98,1,0.18,0.00,0.00,0.00,1.56,2.20,0.00,2.39,3.07,1.99,0.00,0.05,0.00,0.00,0.93,1.71,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
180,0,0.000,0.98,1,0.57,0.56,0.00,0.00,1.28,1.87,0.00,1.64,2.86,1.44,0.00,0.12,0.00,0.00,0.80,1.40,0.22,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
181,0,0.000,0.98,1,1.01,1.10,0.00,0.00,0.96,1.68,0.00,0.80,2.53,0.85,0.00,0.11,0.00,0.00,0.52,1.13,0.36,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
182,0,0.000,0.98,1,1.44,1.60,0.00,0.00,0.72,1.43,0.00,0.00,2.24,0.38,0.00,0.19,0.00,0.00,0.39,0.91,0.57,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
183,0,0.000,0.98,1,1.19,1.04,0.00,0.00,0.48,0.98,0.00,0.18,1.89,0.73,0.00,0.12,0.00,0.00,0.71,0.94,1.15,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
184,0,0.000,0.93,1,1.09,0.51,0.00,0.00,0.26,0.49,0.00,0.47,1.72,1.03,0.00,0.08,0.00,0.00,1.31,0.99,2.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
185,0,0.000,0.93,1,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.72,1.41,1.18,0.02,0.00,0.00,0.00,1.67,0.89,2.77,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,0,0.000,0.98,1,0.81,0.00,0.00,0.00,0.60,0.86,0.00,0.81,1.78,1.25,0.02,0.22,0.00,0.15,1.18,0.54,2.08,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,0,0.000,0.93,1,0.42,0.00,0.00,0.00,1.21,1.79,0.00,0.77,2.01,1.33,0.02,0.50,0.00,0.30,0.52,0.19,1.16,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
188,0,0.000,0.93,1,0.00,0.00,0.00,0.00,1.84,2.57,0.00,0.90,2.35,1.49,0.00,0.77,0.00,0.46,0.00,0.00,0.23,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
189,0,0.000,0.93,1,0.23,0.06,0.00,0.00,1.39,1.99,0.00,0.83,2.30,1.25,0.00,0.71,0.00,0.31,0.01,0.74,0.13,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,0,0.000,0.98,1,0.38,0.20,0.00,0.06,0.92,1.37,0.00,0.73,2.33,0.88,0.00,0.54,0.00,0.16,0.19,1.53,0.06,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,0,0.000,0.98,1,0.66,0.38,0.00,0.06,0.43,0.72,0.00,0.53,2.30,0.61,0.00,0.52,0.00,0.00,0.19,2.38,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
192,0,0.000,0.98,1,0.43,0.32,0.02,0.06,0.96,0.72,0.00,1.14,2.42,0.76,0.00,0.62,0.00,0.00,0.76,2.39,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
193,0,0.000,0.98,1,0.28,0.18,0.02,0.00,1.52,0.58,0.00,1.83,2.46,1.03,0.00,0.82,0.00,0.00,1.08,2.31,0.57,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
194,0,0.000,0.98,1,0.00,0.00,0.14,0.00,2.08,0.88,0.00,2.59,2.57,1.26,0.03,0.82,0.00,0.06,1.63,2.25,0.72,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
195,0,0.000,0.98,1,0.02,0.00,0.58,0.00,2.01,0.95,0.21,1.93,2.63,1.09,0.03,0.56,0.00,0.06,1.76,1.50,0.52,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
196,0,0.000,0.93,1,0.02,0.00,0.74,0.00,2.22,1.03,0.21,1.70,3.00,1.26,0.03,0.24,0.00,0.06,2.17,0.79,0.18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
197,0,0.000,0.93,1,0.02,0.00,0.79,0.00,2.58,0.95,0.33,1.52,3.34,1.39,0.00,0.14,0.00,0.00,2.18,0.00,0.15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
198,0,0.000,0.98,1,0.00,0.07,0.32,0.09,2.33,0.61,0.13,1.77,3.15,1.16,0.00,0.30,0.06,0.00,2.00,0.00,0.12,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
199,0,0.000,0.98,1,0.00,0.12,0.16,0.20,1.80,0.36,0.13,1.57,2.75,0.61,0.00,0.40,0.15,0.07,1.65,0.00,0.12,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
200,0,0.000,0.98,1,0.00,0.12,0.00,0.29,1.10,0.00,0.00,1.26,2.31,0.00,0.02,0.45,0.15,0.15,1.63,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
201,0,0.000,0.98,1,0.00,0.04,0.19,0.20,1.29,0.00,0.00,1.60,2.52,0.94,0.06,0.52,0.09,0.15,1.62,0.34,0.68,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
202,0,0.000,0.93,1,0.00,0.00,0.45,0.09,1.55,0.14,0.00,2.01,2.64,1.83,0.14,0.62,0.01,0.08,1.64,0.68,1.42,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
203,0,0.000,0.98,1,0.00,0.00,0.68,0.00,1.81,0.30,0.00,2.40,2.78,2.74,0.17,0.66,0.00,0.00,1.67,1.02,2.13,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
204,0,0.000,0.98,1,0.00,0.00,0.49,0.00,1.55,0.84,0.00,2.07,2.44,1.89,0.21,0.43,0.00,0.00,1.83,0.95,1.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
205,0,0.000,0.98,1,0.00,0.00,0.23,0.00,1.14,1.27,0.00,1.60,2.10,1.07,0.37,0.27,0.00,0.00,1.80,0.77,1.19,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
206,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.80,1.76,0.00,1.15,1.79,0.25,0.45,0.04,0.00,0.00,1.90,0.79,0.68,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
207,0,0.000,0.98,1,0.00,0.00,0.22,0.00,1.21,1.97,0.00,1.16,1.94,0.77,0.38,0.14,0.18,0.00,1.81,0.95,0.46,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
208,0,0.000,0.98,1,0.00,0.00,0.42,0.00,1.68,2.15,0.00,1.18,2.11,1.42,0.14,0.28,0.36,0.00,1.78,1.24,0.20,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
209,0,0.000,0.98,1,0.00,0.00,0.58,0.00,2.02,2.07,0.00,1.21,2.28,1.84,0.00,0.35,0.52,0.00,1.62,1.27,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
210,0,0.000,0.98,1,0.00,0.00,0.38,0.00,1.61,1.34,0.00,1.07,2.32,1.60,0.00,0.38,0.34,0.00,1.03,0.87,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
211,0,0.000,0.98,1,0.00,0.00,0.18,0.00,1.24,0.57,0.00,1.00,2.47,1.33,0.00,0.23,0.16,0.00,0.52,0.44,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
212,0,0.000,0.98,1,0.00,0.00,0.07,0.00,0.96,0.00,0.00,0.91,2.58,1.32,0.00,0.15,0.00,0.00,0.00,0.05,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,0,0.000,0.98,1,0.96,0.35,0.24,0.00,0.71,0.00,0.00,1.19,2.21,1.03,0.16,0.18,0.00,0.13,0.46,0.02,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,0,0.000,0.88,1,1.76,0.51,0.37,0.00,0.49,0.00,0.00,1.51,1.64,0.70,0.24,0.70,0.00,0.33,0.75,0.71,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,0,0.000,0.93,1,2.50,0.59,0.53,0.00,0.33,0.00,0.00,1.97,1.26,0.56,0.42,1.11,0.00,0.52,1.15,1.24,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,0,0.000,0.93,1,2.26,0.72,0.42,0.12,0.29,0.00,0.15,1.61,0.84,0.47,1.93,2.62,0.00,2.05,1.59,1.24,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
217,0,0.000,0.57,0,1.46,0.56,0.28,0.12,0.19,0.00,0.15,0.99,0.51,0.35,1.84,2.08,0.00,1.85,1.31,0.54,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
218,0,0.000,0.03,0,1.24,1.13,0.09,0.52,0.00,0.00,0.15,0.76,0.04,0.00,3.33,3.33,0.00,3.33,0.91,0.49,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
219,0,0.000,0.57,0,0.51,0.64,0.02,0.40,0.00,0.00,0.00,0.55,0.04,0.00,1.67,1.67,0.00,1.67,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,0,0.000,0.03,0,0.51,0.64,0.13,0.40,0.85,0.80,0.21,0.98,0.81,0.40,1.67,1.67,0.00,1.67,0.28,0.72,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,0,0.000,0.98,1,0.00,0.00,0.20,0.00,1.72,1.57,0.47,0.93,1.57,0.91,0.00,0.00,0.00,0.00,0.53,0.48,0.63,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
222,0,0.000,0.98,1,0.00,0.00,0.53,0.00,2.85,2.28,0.48,1.64,2.66,1.38,0.00,0.07,0.02,0.00,1.60,0.85,0.63,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
223,0,0.000,0.98,1,0.00,0.00,0.92,0.00,3.15,2.23,0.36,1.94,3.01,1.55,0.00,0.07,0.02,0.00,2.35,0.83,0.40,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
224,0,0.000,0.98,1,0.00,0.00,1.54,0.00,3.08,1.90,0.10,2.29,3.30,1.53,0.00,0.28,0.02,0.00,3.19,0.90,0.18,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
225,0,0.000,0.98,1,0.00,0.00,1.21,0.00,2.47,1.19,0.09,1.98,3.08,1.45,0.00,0.21,0.06,0.04,2.12,0.53,0.18,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
226,0,0.000,0.98,1,0.00,0.00,0.72,0.00,1.80,0.48,0.00,1.66,2.87,1.30,0.00,0.21,0.22,0.17,1.09,0.32,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
227,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.45,0.13,0.00,1.24,2.73,1.27,0.00,0.00,0.43,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
228,0,0.000,0.98,1,0.00,0.00,0.41,0.00,1.56,1.06,0.18,1.47,2.48,1.77,0.00,0.43,0.37,0.42,0.97,0.99,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
229,0,0.000,0.98,1,0.00,0.00,0.79,0.00,1.68,2.05,0.28,1.68,2.22,2.28,0.00,0.91,0.21,0.29,1.87,2.04,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
230,0,0.000,0.98,1,0.00,0.00,1.15,0.00,1.80,2.73,0.40,1.81,1.95,2.73,0.07,1.37,0.00,0.00,2.34,2.43,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
231,0,0.000,0.98,1,0.02,0.00,0.84,0.00,2.04,2.11,0.22,1.63,2.27,1.98,0.27,0.94,0.00,0.00,2.16,1.45,0.69,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
232,0,0.000,0.98,1,0.04,0.00,0.53,0.00,2.29,1.32,0.12,1.40,2.52,1.19,0.46,0.51,0.00,0.00,2.10,0.39,1.44,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
233,0,0.000,0.98,1,0.13,0.00,0.29,0.00,2.59,0.85,0.00,1.30,2.76,0.44,0.67,0.09,0.00,0.00,2.44,0.00,2.20,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
234,0,0.000,0.98,1,0.12,0.00,0.51,0.00,2.38,1.35,0.00,1.33,2.52,0.77,0.62,0.86,0.00,0.30,1.64,0.14,1.68,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
235,0,0.000,0.98,1,0.09,0.00,0.70,0.00,2.25,1.90,0.00,1.41,2.30,1.07,0.67,1.66,0.00,0.66,0.80,0.29,0.98,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
236,0,0.000,0.98,1,0.00,0.00,0.86,0.00,2.14,2.51,0.00,1.43,2.11,1.45,0.55,2.49,0.00,0.99,0.00,0.46,0.35,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
237,0,0.000,0.98,1,0.43,0.00,0.54,0.00,1.75,2.22,0.00,1.43,2.12,1.42,0.43,2.02,0.00,0.69,0.38,0.43,0.18,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
238,0,0.000,0.98,1,0.92,0.00,0.28,0.00,1.29,2.35,0.00,1.42,2.09,1.41,0.34,1.53,0.00,0.33,0.78,0.47,0.13,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
239,0,0.000,0.98,1,1.48,0.10,0.00,0.00,0.86,2.19,0.00,1.48,2.13,1.54,0.30,0.94,0.00,0.00,1.17,0.51,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
240,0,0.000,0.98,1,1.04,0.10,0.00,0.00,1.53,2.25,0.58,2.10,2.36,1.69,0.27,0.66,0.00,0.00,1.09,0.40,0.33,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
241,0,0.000,0.98,1,0.56,0.10,0.00,0.00,2.25,2.14,1.28,2.73,2.57,1.88,0.14,0.31,0.00,0.00,0.97,0.21,0.73,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
242,0,0.000,0.98,1,0.00,0.00,0.01,0.00,2.92,1.52,1.85,3.19,2.84,1.72,0.14,0.27,0.00,0.00,0.99,0.00,1.12,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
243,0,0.000,0.98,1,0.00,0.00,0.01,0.00,2.04,0.93,1.40,2.25,2.13,1.46,0.31,0.59,0.14,0.00,0.69,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
244,0,0.000,0.98,1,0.00,0.00,0.01,0.08,1.19,0.11,0.71,1.43,1.74,0.98,0.29,0.96,0.14,0.00,0.41,0.00,0.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
245,0,0.000,0.98,1,0.00,0.00,0.00,0.08,0.20,0.00,0.13,0.69,0.90,0.66,0.17,0.89,0.14,0.00,0.00,0.35,0.28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
246,0,0.000,0.98,1,0.00,0.00,0.00,0.21,0.76,0.34,0.00,1.07,1.33,0.84,0.00,0.54,0.09,0.00,0.63,1.10,0.07,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
247,0,0.000,0.98,1,0.00,0.00,0.00,0.40,1.07,0.49,0.00,1.52,1.51,1.28,0.00,0.88,0.29,0.11,0.65,1.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
248,0,0.000,0.88,1,0.00,0.00,0.00,0.40,1.68,1.03,0.00,1.78,2.00,1.63,0.00,0.71,0.33,0.11,1.36,1.56,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
249,0,0.000,0.98,1,0.00,0.00,0.02,0.30,1.83,1.29,0.00,1.84,2.12,1.82,0.00,0.79,0.30,0.11,1.41,1.47,0.03,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
250,0,0.000,0.98,1,0.09,0.02,0.02,0.47,1.95,1.29,0.00,1.68,2.03,1.85,0.00,0.08,0.19,0.00,2.23,2.16,0.03,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
251,0,0.000,0.93,1,0.11,0.02,0.07,0.47,2.09,1.52,0.00,1.75,2.18,1.97,0.05,0.08,0.15,0.00,2.08,2.17,0.27,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
252,0,0.000,0.93,1,0.11,0.02,0.05,0.51,1.87,1.31,0.00,1.36,2.21,1.27,0.34,0.65,0.09,0.00,2.09,2.35,0.24,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
253,0,0.000,0.98,1,0.02,0.11,0.05,0.16,1.89,1.76,0.04,1.16,2.39,1.02,0.45,0.65,0.00,0.00,1.59,2.13,0.24,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
254,0,0.000,0.98,1,0.12,0.34,0.00,0.27,1.69,1.55,0.08,0.95,2.20,0.50,0.40,0.65,0.00,0.00,1.60,2.17,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
255,0,0.000,0.98,1,0.11,0.34,0.00,0.28,1.46,1.72,0.08,0.74,1.79,0.74,0.11,0.04,0.00,0.00,1.26,2.10,0.13,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
256,0,0.000,0.98,1,0.11,0.23,0.00,0.18,1.19,1.57,0.04,0.39,1.57,0.53,0.09,0.04,0.06,0.00,1.31,2.05,0.14,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
257,0,0.000,0.98,1,0.00,0.00,0.00,0.10,0.87,1.65,0.00,0.02,1.32,0.59,0.09,0.04,0.06,0.00,1.01,2.31,0.43,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
258,0,0.000,0.98,1,0.00,0.00,0.05,0.32,1.00,1.08,0.05,0.55,1.62,0.42,0.08,0.63,0.05,0.00,0.78,1.55,0.30,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
259,0,0.000,0.98,1,0.00,0.00,0.15,0.54,1.17,0.64,0.11,1.09,1.79,0.31,0.00,1.27,0.00,0.00,0.45,0.92,0.29,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,0,0.000,0.98,1,0.00,0.00,0.26,0.70,1.49,0.10,0.15,1.55,2.24,0.26,0.00,1.62,0.00,0.00,0.32,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
261,0,0.000,0.93,1,0.00,0.00,0.22,0.41,1.63,0.47,0.36,1.47,2.29,0.53,0.00,1.19,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
